,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,כמות המופעים של המילה לאורך השנים
rigorous,7,1,7,9,3,3,7,20,13,15,8,10,5,9,2,12,14,9,19,7,31,16,36,21,20,42,36,45,46,28
rigorously,4,1,2,3,1,2,3,3,4,6,0,2,8,1,0,1,1,4,6,7,10,6,2,13,14,9,10,13,21,22
rim,1,0,1,1,2,1,1,0,0,0,2,0,0,0,0,1,1,0,0,1,0,4,2,44,0,0,2,42,1,7
rin,1,1,0,0,2,0,0,0,6,14,1,1,0,0,0,7,1,2,1,6,1,1,0,0,1,2,13,8,0,9
ring,23,16,1,31,64,22,7,16,10,6,17,4,3,32,7,28,8,8,9,10,52,11,15,15,11,14,16,12,16,28
rings,0,3,3,2,10,0,0,0,3,2,0,4,2,2,6,4,7,2,3,2,15,8,2,1,2,0,6,5,2,22
rior,0,1,0,1,0,0,1,2,2,1,3,2,1,4,0,2,1,7,1,2,1,3,8,7,5,6,5,4,2,16
rip,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,7,12,27,44,49,4,11,28,8
ris,2,0,2,5,7,3,1,3,6,5,5,5,8,0,0,1,1,2,0,2,0,0,13,5,2,0,0,1,2,17
rise,39,12,20,23,24,15,20,19,17,22,26,21,26,17,19,39,38,39,41,26,26,47,25,42,37,41,64,60,41,29
rises,3,12,1,1,3,3,3,3,3,4,4,1,3,0,1,6,4,1,4,3,2,3,4,4,3,1,3,6,2,22
rising,3,2,1,4,2,3,2,1,3,6,0,2,3,0,0,5,5,4,0,2,1,2,0,5,3,4,0,2,1,19
risk,15,6,20,10,114,11,18,59,93,70,44,91,76,102,85,79,159,133,194,214,199,335,276,498,300,748,348,487,875,29
risks,0,0,1,0,2,0,0,1,2,4,0,1,1,1,6,1,6,4,6,6,19,13,11,20,18,59,6,13,29,17
risky,0,0,0,0,0,0,0,0,0,3,0,3,0,1,8,0,0,1,0,0,0,6,5,3,0,3,2,15,4,10
rissanen,0,4,15,5,2,4,17,1,1,2,0,5,4,1,0,1,5,0,2,2,4,0,2,0,1,3,1,0,0,15
rit,0,1,3,2,0,1,0,2,4,2,0,2,2,0,0,0,0,0,1,9,1,2,17,9,8,7,3,10,20,16
rithm,3,10,5,9,7,11,18,12,16,19,16,17,18,11,12,5,4,1,0,26,27,25,40,41,66,69,76,85,5,27
rithms,2,1,2,5,7,4,12,7,13,8,11,7,14,11,7,0,1,1,0,15,32,17,32,26,44,44,42,58,3,24
ritov,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4,2,8,1,10,3,5,4,8,5,7,10
ritter,0,0,2,8,10,20,3,7,19,2,0,2,1,0,3,2,0,1,1,1,0,3,1,1,0,2,2,2,1,15
rivalry,0,0,0,0,0,0,0,0,0,45,23,0,2,0,0,0,0,0,0,2,1,0,25,0,18,0,0,0,0,6
river,0,0,1,2,1,1,1,0,1,0,1,1,2,2,4,1,12,2,0,1,3,2,7,2,15,1,10,30,5,14
rivest,0,5,14,8,6,3,7,1,3,0,6,1,0,1,5,5,10,4,2,2,2,1,1,3,4,1,5,5,4,20
rms,6,8,5,9,14,12,14,2,16,14,4,5,0,9,1,10,21,19,10,18,22,5,1,12,15,1,2,10,1,24
rmse,0,2,3,1,0,0,11,4,4,7,3,7,0,16,2,13,10,8,0,21,62,34,49,86,55,77,56,88,79,23
rmsprop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,74,2
rna,3,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,4,26,2,12,21,20,6,4,26,17,3,7,8,15
rnade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,7,5,3
rnd,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,10,3,10,4,4,12,7,6,22,8,26,33,17,14
rni,0,0,0,0,0,0,2,0,5,3,0,0,3,0,4,0,0,2,3,5,1,1,3,0,1,8,1,10,9,12
rnk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,6,9,8,24,23,17,17,38,22,11
rnl,0,0,0,0,2,2,5,11,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,21,3,2,3,4,2,12
rnm,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,10,4,6,17,12,10,19,29,11,10
rnn,2,0,0,1,0,0,0,1,23,8,38,0,1,1,34,9,6,12,6,30,15,21,26,17,36,91,56,225,424,19
rnns,0,0,0,0,0,0,0,0,4,0,8,3,2,0,5,5,2,1,0,5,3,6,0,1,0,32,13,18,88,14
rnp,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,5,9,25,18,4,20,45,31,9
rnr,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,32,0,5,6,9,4,6,10,11,8
rns,0,1,0,0,3,1,4,0,3,1,1,0,0,6,0,0,0,0,0,1,3,5,0,0,1,4,2,8,9,10
road,8,83,5,49,16,26,24,52,14,18,25,9,13,3,3,4,12,20,20,25,21,10,34,12,43,14,48,26,35,29
roads,2,11,0,10,0,3,1,8,0,2,1,1,0,3,0,0,1,5,7,4,3,3,1,3,2,4,9,0,2,17
rob,1,0,1,0,1,2,2,2,2,0,3,1,1,1,2,2,1,4,3,0,3,4,5,6,2,2,8,16,19,18
robbins,1,0,0,4,3,3,5,0,3,8,1,0,0,1,0,3,0,3,0,4,9,6,9,7,18,8,24,39,50,18
robert,5,13,2,7,8,5,8,14,10,4,9,10,19,15,9,23,21,19,20,40,23,37,55,58,58,62,60,113,104,29
roberts,3,2,0,3,0,0,0,0,3,1,6,2,2,7,0,10,6,1,4,9,4,6,2,7,7,20,14,13,17,21
robin,0,15,0,0,0,0,0,1,1,1,0,0,0,0,5,0,9,3,1,0,5,5,6,0,8,0,5,7,12,11
robinson,5,4,8,10,36,10,17,15,45,12,9,0,9,1,1,2,1,2,4,6,3,1,3,5,1,3,3,5,6,23
robirank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1
robot,55,37,25,57,86,95,62,34,159,42,99,41,103,64,1,59,236,55,117,70,70,98,24,54,47,45,140,22,58,28
robotic,2,7,6,7,4,4,7,1,8,2,4,0,3,7,0,2,17,5,17,37,6,13,4,24,15,12,20,14,12,26
robotics,12,14,18,20,12,15,13,6,20,5,9,6,5,8,4,9,23,11,36,19,22,28,32,44,28,53,54,49,38,29
robots,6,2,11,22,23,17,12,7,12,1,8,6,38,21,0,7,95,7,47,24,21,14,4,13,19,20,52,16,10,27
robust,32,24,20,36,59,79,74,48,27,43,84,65,116,98,60,91,165,142,164,145,161,181,204,376,237,427,544,556,620,29
robustly,1,2,2,1,4,5,7,2,8,1,9,4,6,2,2,3,5,8,0,6,11,6,8,9,7,16,18,11,13,25
robustness,14,8,11,17,15,17,22,12,15,9,23,12,30,41,16,27,49,47,39,46,38,54,62,79,47,134,152,143,195,29
rochester,5,6,0,4,9,7,4,14,15,0,6,4,6,8,2,6,9,2,2,0,2,1,5,3,5,7,1,3,9,24
rock,0,0,2,0,7,3,0,1,0,0,0,6,1,0,4,2,10,6,2,3,20,0,14,6,5,3,11,8,0,17
rockafellar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,4,3,2,3,3,2,6,9,12,8,12,13
rod,0,0,0,43,2,4,4,0,2,2,6,1,2,2,0,1,5,2,4,0,1,1,1,0,0,1,0,0,0,12
rodriguez,0,0,0,0,0,1,4,0,0,0,7,0,7,4,2,0,3,0,3,1,3,8,9,9,5,8,10,15,22,16
roger,0,2,0,2,2,0,2,2,4,1,0,0,1,0,1,1,0,2,2,3,3,2,4,3,5,4,6,8,10,18
rogers,0,8,12,0,7,2,0,0,1,2,3,0,0,0,2,1,6,2,3,4,1,5,11,6,5,3,5,5,9,19
rohwer,1,1,24,11,3,1,3,0,0,9,0,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7
roi,0,0,0,0,0,2,5,7,4,0,1,5,1,0,0,1,20,0,10,26,0,0,135,34,4,4,5,2,11,15
rois,0,0,0,0,0,0,0,8,0,0,0,6,1,0,0,0,8,0,0,9,4,1,145,59,0,4,8,0,10,10
role,119,63,52,62,87,45,72,62,54,44,57,64,75,54,39,65,67,95,94,85,92,129,114,129,115,147,154,176,152,29
roles,50,7,15,8,11,7,17,7,8,5,6,5,0,10,5,17,10,8,11,6,12,16,12,23,19,10,40,12,11,28
roll,6,2,0,1,6,2,0,1,1,1,4,1,0,0,17,5,5,22,19,46,10,3,15,7,23,39,6,4,11,20
rolling,0,1,0,2,39,2,1,0,1,1,0,1,0,0,1,0,1,1,3,1,0,1,1,2,4,0,6,2,2,9
rollout,0,0,0,0,0,0,0,3,1,14,0,28,0,0,1,0,5,27,0,0,0,5,0,26,11,14,32,6,3,12
rollouts,0,0,0,0,0,0,0,5,1,8,0,38,0,0,1,0,2,9,0,0,0,13,0,13,1,9,12,7,7,11
rolls,3,0,0,4,4,3,1,0,0,14,0,0,7,1,1,4,0,0,0,9,2,4,4,0,10,3,3,2,1,15
rolr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1
roman,2,0,0,0,1,0,0,1,0,0,1,0,0,3,3,0,2,0,1,3,1,0,0,5,0,9,8,12,11,10
romma,0,0,0,0,0,0,0,0,0,0,0,0,38,8,0,0,4,3,1,0,0,0,37,0,0,0,0,0,0,5
ron,2,4,3,2,11,1,9,3,7,5,2,7,9,7,0,3,11,15,1,11,6,4,3,2,9,11,5,13,19,26
ronald,2,1,6,5,6,2,2,1,2,0,2,2,4,1,3,3,4,2,3,1,1,4,5,9,10,25,16,12,10,23
rong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,12,6,3,16,8,20,21,9
rons,7,8,2,2,3,4,11,4,6,3,3,3,8,3,0,1,0,0,0,6,5,3,2,9,12,7,9,9,0,23
roof,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,0,33,5,3,0,4,1,6
room,4,4,36,15,8,6,16,8,15,18,18,9,7,31,20,6,14,16,24,9,27,20,12,98,30,32,20,38,28,29
rooms,0,0,5,0,0,2,2,2,3,2,7,0,2,2,2,0,0,2,4,0,3,16,1,9,11,2,5,10,7,20
root,3,13,2,19,19,14,17,20,56,17,25,18,47,14,14,55,83,41,43,131,95,156,118,98,233,219,136,188,117,29
rooted,0,0,1,0,0,0,1,0,5,1,11,0,6,0,2,4,14,18,10,20,8,21,12,22,48,28,40,41,15,18
roots,0,1,0,2,1,3,0,2,4,2,6,6,7,1,1,5,4,10,3,8,3,5,26,8,7,9,12,15,14,22
ror,1,0,3,2,2,1,2,0,1,3,1,8,5,4,2,0,0,1,0,4,1,2,3,4,4,7,15,5,2,18
rosasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,9,2,6,7,11,19,8
rose,1,1,0,5,8,0,3,9,16,10,12,6,4,3,1,4,2,1,2,3,2,3,7,4,5,11,10,8,9,23
rosen,1,0,1,10,1,1,8,6,0,3,0,2,2,2,1,2,2,5,2,4,5,7,2,3,7,1,0,3,3,19
rosenberg,9,17,3,1,12,16,6,2,0,2,0,0,0,1,0,2,1,0,2,6,0,2,1,2,1,0,0,4,0,14
rosenblatt,7,7,7,2,2,0,0,0,0,1,0,1,3,4,1,1,3,2,1,1,2,3,5,2,2,7,2,2,2,18
rosetta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,1,0,3,0,2
ross,1,0,5,1,2,6,4,3,5,4,3,3,1,2,1,2,1,9,2,3,5,2,7,12,8,20,16,20,23,23
rosset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,2,4,2,3,4,6,4,3,4,7,6,14
rostamizadeh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,5,13,8,5,9,17,8
rot,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,10,0,3,0,19,7,7
rotate,7,4,9,3,2,1,3,5,3,0,1,5,3,2,0,1,7,6,10,1,1,3,3,2,1,7,4,2,8,21
rotated,13,2,4,11,10,4,10,24,12,2,15,50,2,6,7,7,8,11,15,7,9,9,62,16,18,9,6,20,28,29
rotating,3,1,5,11,7,5,14,2,8,4,6,11,2,2,5,3,7,12,13,6,14,3,6,2,7,14,13,10,13,28
rotation,28,19,40,72,40,34,59,73,81,20,42,86,10,23,25,57,34,66,22,51,28,110,128,69,29,65,70,87,105,29
rotational,2,2,0,3,3,10,8,1,8,0,7,2,3,0,0,9,4,9,2,11,1,16,2,14,3,5,8,2,8,23
rotations,2,1,6,11,13,12,8,12,43,4,18,24,2,5,8,24,10,16,8,10,6,34,45,11,14,8,15,69,42,28
roth,0,0,0,0,0,0,0,0,0,5,6,1,19,10,6,14,16,14,20,5,9,13,10,41,19,26,18,33,26,19
rother,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,5,14,13,10,7,11,9,10
rough,2,5,6,4,8,11,3,4,3,22,8,7,2,4,11,8,12,19,10,11,8,16,15,8,20,11,11,17,17,29
roughly,25,18,23,36,49,25,32,32,38,41,34,20,45,34,26,32,50,68,68,63,74,88,88,75,88,117,105,119,155,29
round,2,1,22,5,0,2,1,8,5,3,10,1,13,6,34,22,36,46,51,42,113,100,121,123,188,136,233,206,319,25
rounded,1,2,0,1,4,0,0,2,2,0,1,2,2,2,0,0,1,1,2,1,2,3,1,7,6,17,7,25,2,16
rounding,1,0,1,1,3,1,6,1,1,2,1,0,0,2,6,3,1,3,31,3,10,30,9,42,23,37,52,123,36,18
rounds,0,0,0,1,0,0,0,0,0,1,2,0,13,3,3,22,14,31,18,34,42,47,65,76,91,81,128,125,200,18
route,8,2,1,3,13,14,13,6,3,6,40,8,1,10,16,5,2,7,18,16,9,17,5,1,5,22,14,14,13,26
routed,3,1,1,1,8,0,1,2,0,4,6,2,0,1,0,1,0,1,1,3,6,2,0,1,1,2,1,0,5,11
router,5,0,0,0,34,0,1,0,0,0,0,14,0,0,1,0,0,0,2,0,2,0,0,0,0,1,4,0,1,6
routes,1,0,0,3,17,4,13,1,3,0,11,1,0,1,0,4,0,0,1,5,4,3,4,0,0,8,7,3,5,15
routine,0,3,2,2,2,4,3,1,11,4,5,8,2,8,2,2,5,9,10,10,5,12,11,11,10,13,33,18,23,27
routinely,0,0,1,1,1,0,4,2,0,0,1,1,0,0,0,1,0,1,1,2,0,2,3,3,8,7,2,8,6,11
routines,4,4,1,2,6,5,4,1,23,5,0,9,2,2,2,1,5,1,7,4,1,7,10,3,15,6,13,19,6,23
routing,15,5,1,0,48,0,76,4,95,2,26,30,5,12,3,9,4,12,3,20,42,7,3,2,2,3,11,18,31,26
roux,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,18,5,2,3,3,2,10,8,29,16,24,13
row,41,24,37,28,80,22,30,63,36,75,50,58,40,83,38,102,128,152,185,224,230,239,256,275,280,377,362,451,370,29
roweis,0,0,0,0,0,0,0,0,0,0,10,5,7,7,7,32,27,33,29,25,15,29,66,38,33,31,29,21,22,19
rowley,0,0,0,0,0,0,1,0,8,1,10,9,4,0,2,1,3,9,0,0,2,1,2,0,0,3,1,2,1,11
rows,28,15,7,13,24,3,19,22,35,24,18,23,15,40,12,38,62,71,84,123,68,130,132,177,171,237,203,332,222,29
roy,5,0,7,4,9,8,7,7,17,28,7,5,16,9,5,2,14,17,22,8,12,13,32,19,24,22,34,47,15,28
royal,3,3,5,4,4,10,20,11,15,12,19,22,27,22,15,35,18,23,28,16,34,45,58,75,71,112,75,98,81,29
rubin,0,2,0,2,4,1,12,13,15,15,15,22,5,8,5,9,7,9,13,8,9,6,17,17,11,16,18,30,15,26
rubinstein,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,1,1,2,12,1,0,3,2,5,7,5,14,4,11
ruderman,0,0,0,9,0,0,6,0,0,9,15,10,2,7,0,6,3,6,1,4,2,0,1,2,1,3,1,0,0,14
rue,2,0,0,1,1,4,3,6,3,0,1,3,2,1,0,0,6,3,1,3,5,9,3,10,1,5,7,3,9,18
rule,164,181,208,187,225,296,118,247,149,182,283,230,236,199,126,201,188,311,263,196,267,359,278,348,352,376,343,489,477,29
ruled,0,0,1,1,0,0,1,1,3,1,1,4,1,1,3,3,4,0,1,3,2,4,3,3,2,5,4,6,1,14
rules,97,96,79,149,209,267,80,175,73,89,164,65,111,62,67,80,104,146,113,75,132,94,124,101,228,180,200,265,288,29
rumelhart,87,90,89,131,112,69,58,53,50,18,17,9,13,8,7,2,8,0,10,1,1,3,1,3,3,7,4,1,12,24
run,49,43,42,66,56,53,51,64,86,64,42,52,52,48,62,82,137,105,158,165,172,189,250,255,309,356,476,451,458,29
runge,0,0,7,0,1,2,1,1,1,1,0,1,2,0,0,0,1,0,1,1,4,2,0,4,1,3,0,39,1,8
running,16,18,24,33,29,30,22,19,26,15,21,47,32,34,20,31,81,91,72,118,102,171,155,204,237,304,318,358,414,29
runs,24,31,37,51,63,48,55,37,47,70,32,45,54,42,36,45,78,46,87,74,95,106,115,135,151,186,218,180,227,29
runtime,0,0,0,2,0,2,2,0,2,7,1,0,0,7,1,9,8,9,5,20,14,18,87,28,104,82,140,183,131,20
runtimes,0,0,1,0,0,0,0,1,0,1,0,0,0,6,2,1,1,0,2,2,3,3,9,3,7,16,10,12,16,13
ruppin,0,0,0,5,0,8,9,16,0,0,8,7,9,5,0,3,2,0,0,2,1,2,0,1,0,0,0,1,1,12
ruslan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,6,7,5,12,20,17,27,9
russell,1,1,3,10,2,0,0,0,0,5,10,15,8,13,5,3,12,11,15,7,12,19,28,19,32,21,23,16,23,23
rust,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,4,0,0,0,13,0,5,3,9,23,10,1,5,9
rutgers,0,1,0,5,1,2,3,0,5,2,1,3,3,1,3,4,2,0,3,0,5,8,4,7,6,9,7,11,10,20
ruyter,5,0,6,2,9,0,2,0,5,9,7,1,4,10,1,11,1,4,1,0,3,0,3,2,7,4,4,0,1,18
rvm,0,0,0,0,0,0,0,0,0,0,0,0,20,7,2,8,23,47,13,14,2,0,1,1,0,9,1,6,0,11
rvs,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,2,1,0,2,0,33,3,1,16,0,3,1,3,8
ryan,0,10,1,3,0,0,0,1,0,0,4,2,0,0,1,0,5,0,2,1,3,4,3,11,8,10,17,13,26,15
sac,1,0,0,0,1,5,0,1,1,1,3,0,0,0,0,0,0,7,0,29,2,0,0,0,0,0,1,8,1,6
saccade,0,0,0,0,19,29,4,11,8,5,25,7,13,4,2,2,8,2,8,22,0,3,0,13,0,14,2,1,2,21
saccades,0,2,1,0,18,19,10,15,22,8,13,1,12,0,4,0,2,6,30,18,0,6,1,19,1,3,18,1,1,18
saccadic,0,2,2,1,38,4,13,22,18,13,7,7,35,1,1,0,0,4,5,24,0,3,0,7,0,14,6,0,0,18
sacrifice,0,0,0,0,3,1,0,3,2,1,0,3,4,0,0,0,1,3,3,2,4,3,3,4,3,9,1,4,7,16
sacrificing,0,0,1,2,1,1,1,2,0,1,0,5,2,1,0,2,3,1,1,0,4,4,6,6,3,6,9,8,11,15
saddle,3,9,2,5,5,7,12,10,29,12,29,17,23,12,5,29,5,8,19,9,13,11,29,34,23,37,11,106,56,29
safe,3,0,1,0,5,1,7,11,5,7,3,4,7,1,1,0,4,4,2,8,13,5,13,13,43,14,48,47,90,22
safely,0,1,0,1,2,0,1,6,7,4,1,3,2,3,3,1,4,8,4,5,10,1,8,8,18,6,8,11,12,20
safety,14,0,0,0,0,2,3,1,3,0,1,0,4,1,0,0,5,10,0,8,2,1,3,4,4,2,16,19,5,16
sag,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,42,32,43,4
saga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,98,2
sage,3,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,2,0,1,1,1,25,4,0,19,36,4,0,8
saha,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,6,9,20,7
sahani,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,9,4,3,3,3,6,17,7,2,22,15,18,14,20,15
said,10,5,10,9,13,13,10,18,16,16,14,6,10,5,4,6,16,19,24,27,29,30,41,34,52,50,60,104,78,29
saito,1,2,3,7,5,6,5,1,7,7,0,0,0,0,0,1,3,4,1,0,1,1,5,1,5,2,18,7,3,16
sake,3,2,4,2,4,2,6,6,6,13,5,7,10,7,7,7,16,22,13,14,12,18,16,23,28,31,23,34,38,29
salakhutdinov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,12,12,27,24,51,59,64,66,104,11
sales,0,0,1,0,0,0,0,0,0,5,0,1,0,0,3,0,0,10,5,0,6,3,0,11,0,9,3,1,3,10
salesman,20,1,9,2,7,2,3,1,7,1,2,1,0,0,8,0,0,0,0,0,3,1,0,3,1,1,1,15,15,13
salience,0,2,0,0,0,1,4,1,5,14,0,4,1,0,2,2,1,11,31,4,17,0,11,2,8,1,4,3,2,17
saliency,0,0,10,35,3,14,6,87,48,22,10,16,17,0,18,14,25,120,95,122,213,39,22,24,4,135,61,32,155,26
salient,1,3,3,14,6,6,7,7,21,31,14,19,10,12,8,12,47,68,28,22,19,22,16,23,46,59,40,42,40,28
salk,2,1,2,1,6,8,10,7,16,11,6,4,7,3,0,5,1,2,2,0,1,0,0,0,1,0,1,0,0,15
salp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,9,0,0,0,2
salt,0,0,0,0,0,1,0,0,2,0,0,0,0,1,5,2,3,0,1,0,1,0,0,3,3,6,20,6,4,10
sam,9,2,3,4,6,4,5,1,4,8,8,14,12,8,7,8,8,9,8,19,20,20,56,24,31,57,109,58,13,28
sample,47,61,64,128,165,104,95,165,184,205,258,164,312,217,165,382,460,352,432,657,665,944,767,1010,1089,1532,1676,1683,1862,29
sampled,18,7,19,19,26,18,16,35,28,26,33,41,37,58,25,70,114,87,109,171,181,156,295,262,286,401,393,388,384,29
sampler,0,2,0,0,0,2,1,0,0,2,1,0,15,16,2,8,53,5,30,48,30,72,126,95,144,372,171,243,299,20
samplers,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,16,3,4,3,2,14,19,4,24,102,53,46,88,15
samples,45,73,110,87,89,93,94,74,73,165,124,111,144,206,138,222,331,262,330,474,566,643,574,758,997,1243,1468,1654,1488,29
sampling,33,21,50,27,20,36,38,72,81,123,131,95,207,102,62,219,268,301,302,428,376,571,698,764,946,1215,1413,1354,1570,29
samuel,2,1,3,0,4,0,7,3,2,2,0,5,2,0,1,3,1,0,5,6,1,0,8,9,0,2,5,6,10,18
sanger,0,15,2,18,15,19,35,24,2,0,2,1,0,0,1,1,1,0,0,1,1,0,0,1,0,3,4,0,2,12
sanghavi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,10,11,23,35,42,8
sanjoy,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,2,4,1,2,4,1,4,9,2,4,10,10,1,11
santa,2,5,0,12,16,8,17,6,17,7,5,9,13,8,6,7,9,8,5,11,7,11,9,10,11,7,3,6,5,28
sapiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,6,10,20,17,15,14,11,8
sar,0,0,0,0,0,1,0,3,0,9,1,1,3,0,0,0,2,4,0,12,2,0,7,13,3,1,1,1,3,11
sara,2,0,1,2,4,0,1,2,1,2,0,0,2,0,0,4,1,0,4,3,2,0,5,0,5,5,3,8,6,16
sarcos,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,3,10,6,11,8,6
sarsa,0,0,0,0,0,0,0,0,15,0,1,14,1,28,0,0,3,15,0,1,34,1,2,5,4,15,24,3,0,12
sastry,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,3,4,6,7,9,10,19,10
sat,0,2,0,0,0,0,27,1,1,2,2,6,2,1,2,2,10,24,1,89,40,12,5,15,12,106,27,13,22,20
satellite,0,5,0,0,8,1,8,10,3,2,4,8,0,1,0,3,2,6,0,15,0,2,9,5,8,3,9,8,0,19
satinder,0,0,0,0,2,3,3,12,2,3,3,7,2,3,2,0,5,8,7,0,3,10,0,9,4,5,6,5,3,22
satis,0,0,0,0,0,0,0,0,0,2,3,0,0,23,11,9,0,0,1,1,1,3,2,1,2,1,4,4,0,10
satisfaction,8,4,2,1,4,4,24,0,6,5,3,2,10,12,0,2,3,16,3,2,9,4,3,5,4,5,13,9,13,26
satisfactory,10,1,2,8,6,3,3,8,6,7,3,8,5,4,3,7,7,9,10,7,11,6,14,11,14,5,8,22,13,28
satisfiability,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,3,0,1,5,18,5,0,2,1,18,19,12,27,10
satisfiable,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,2,6,0,1,3,1,23,11,5,1,8
satisfied,25,10,12,9,14,12,14,21,32,12,20,20,25,11,19,30,27,48,34,37,47,58,91,109,95,109,116,143,188,29
satisfies,16,7,8,13,18,24,19,22,30,32,41,38,40,29,26,48,63,75,76,86,92,154,183,238,274,318,310,336,449,29
satisfy,27,9,15,15,13,35,19,25,48,24,26,32,37,37,20,61,58,91,52,52,77,109,117,182,171,172,211,245,281,29
satisfying,10,7,3,8,9,5,8,11,15,17,4,22,30,18,25,42,35,45,41,39,71,57,96,102,95,129,100,120,171,29
sato,1,1,0,0,2,3,0,0,8,0,0,14,7,0,0,2,0,1,2,1,1,3,3,7,0,9,5,3,4,14
saturate,7,4,10,1,5,2,0,1,1,4,2,2,8,1,1,0,4,1,1,0,51,2,2,1,1,5,7,4,6,17
saturated,6,5,8,9,0,3,9,15,5,3,4,2,2,1,0,3,1,3,8,5,1,2,2,5,4,2,7,13,9,24
saturates,4,0,3,0,5,2,2,3,4,0,3,11,4,0,2,1,3,5,0,1,5,2,1,3,0,7,7,10,8,20
saturating,1,5,4,7,14,4,2,1,3,4,2,3,3,2,2,0,8,1,1,1,3,2,0,4,1,43,2,8,1,20
saturation,32,13,11,6,14,5,17,11,14,5,7,10,7,2,2,3,18,7,16,8,12,8,15,9,10,18,10,20,2,29
saul,0,0,2,1,0,0,0,7,24,26,18,33,24,24,7,23,31,45,37,29,23,23,41,30,24,30,25,29,27,23
saunders,0,0,0,0,0,0,9,0,0,0,2,2,3,0,3,4,5,3,3,3,3,5,10,4,6,7,5,13,3,19
save,0,0,4,2,3,7,4,5,5,2,4,3,3,4,2,3,8,5,5,7,8,16,8,4,13,8,16,12,19,27
saved,5,1,3,3,3,7,2,3,3,2,0,5,3,5,3,2,0,2,2,2,2,2,1,7,0,5,8,4,6,24
saves,0,0,0,4,0,0,1,0,0,2,0,1,0,0,0,2,2,0,4,3,1,4,4,2,4,4,6,5,6,14
saving,2,2,1,4,0,2,4,0,4,1,0,4,3,2,2,0,1,9,2,5,5,5,6,7,9,8,9,7,6,22
